x,y,on_top,density
   1.55000,    0.80000,   5.91559E-04,   3.60813E-02
   1.55000,    0.85000,   5.05840E-04,   3.34233E-02
   1.55000,    0.90000,   4.29633E-04,   3.08598E-02
   1.55000,    0.95000,   3.62587E-04,   2.84048E-02
   1.55000,    1.00000,   3.04166E-04,   2.60688E-02
   1.55000,    1.05000,   2.53716E-04,   2.38592E-02
   1.55000,    1.10000,   2.10510E-04,   2.17806E-02
   1.55000,    1.15000,   1.73792E-04,   1.98349E-02
   1.55000,    1.20000,   1.42810E-04,   1.80221E-02
   1.55000,    1.25000,   1.16840E-04,   1.63403E-02
   1.55000,    1.30000,   9.52029E-05,   1.47859E-02
   1.55000,    1.35000,   7.72782E-05,   1.33547E-02
   1.55000,    1.40000,   6.25060E-05,   1.20410E-02
   1.55000,    1.45000,   5.03905E-05,   1.08389E-02
   1.55000,    1.50000,   4.04980E-05,   9.74207E-03
   1.55000,    1.55000,   3.24539E-05,   8.74378E-03
   1.55000,    1.60000,   2.59378E-05,   7.83735E-03
   1.55000,    1.65000,   2.06781E-05,   7.01615E-03
   1.55000,    1.70000,   1.64464E-05,   6.27369E-03
   1.55000,    1.75000,   1.30523E-05,   5.60369E-03
   1.55000,    1.80000,   1.03376E-05,   5.00016E-03
   1.55000,    1.85000,   8.17216E-06,   4.45740E-03
   1.55000,    1.90000,   6.44905E-06,   3.97007E-03
   1.55000,    1.95000,   5.08107E-06,   3.53313E-03
   1.55000,    2.00000,   3.99735E-06,   3.14192E-03
   1.60000,    0.00000,   1.56060E-03,   5.80378E-02
   1.60000,    0.05000,   1.55235E-03,   5.78872E-02
   1.60000,    0.10000,   1.52788E-03,   5.74384E-02
   1.60000,    0.15000,   1.48805E-03,   5.66999E-02
   1.60000,    0.20000,   1.43421E-03,   5.56853E-02
   1.60000,    0.25000,   1.36814E-03,   5.44134E-02
   1.60000,    0.30000,   1.29192E-03,   5.29068E-02
   1.60000,    0.35000,   1.20784E-03,   5.11915E-02
   1.60000,    0.40000,   1.11828E-03,   4.92961E-02
   1.60000,    0.45000,   1.02556E-03,   4.72507E-02
   1.60000,    0.50000,   9.31868E-04,   4.50860E-02
   1.60000,    0.55000,   8.39185E-04,   4.28326E-02
   1.60000,    0.60000,   7.49205E-04,   4.05203E-02
   1.60000,    0.65000,   6.63317E-04,   3.81771E-02
   1.60000,    0.70000,   5.82587E-04,   3.58293E-02
   1.60000,    0.75000,   5.07769E-04,   3.35003E-02
   1.60000,    0.80000,   4.39325E-04,   3.12110E-02
   1.60000,    0.85000,   3.77459E-04,   2.89795E-02
   1.60000,    0.90000,   3.22157E-04,   2.68207E-02
   1.60000,    0.95000,   2.73231E-04,   2.47468E-02
   1.60000,    1.00000,   2.30357E-04,   2.27671E-02
   1.60000,    1.05000,   1.93121E-04,   2.08887E-02
   1.60000,    1.10000,   1.61047E-04,   1.91158E-02
   1.60000,    1.15000,   1.33631E-04,   1.74510E-02
   1.60000,    1.20000,   1.10363E-04,   1.58948E-02
   1.60000,    1.25000,   9.07467E-05,   1.44464E-02
   1.60000,    1.30000,   7.43095E-05,   1.31035E-02
   1.60000,    1.35000,   6.06146E-05,   1.18630E-02
   1.60000,    1.40000,   4.92647E-05,   1.07209E-02
   1.60000,    1.45000,   3.99044E-05,   9.67260E-03
   1.60000,    1.50000,   3.22198E-05,   8.71316E-03
   1.60000,    1.55000,   2.59378E-05,   7.83735E-03
   1.60000,    1.60000,   2.08224E-05,   7.03986E-03
   1.60000,    1.65000,   1.66723E-05,   6.31533E-03
   1.60000,    1.70000,   1.33168E-05,   5.65850E-03
   1.60000,    1.75000,   1.06124E-05,   5.06421E-03
   1.60000,    1.80000,   8.43925E-06,   4.52753E-03
   1.60000,    1.85000,   6.69783E-06,   4.04370E-03
   1.60000,    1.90000,   5.30599E-06,   3.60824E-03
   1.60000,    1.95000,   4.19624E-06,   3.21691E-03
   1.60000,    2.00000,   3.31340E-06,   2.86574E-03
   1.65000,    0.00000,   1.11106E-03,   4.91729E-02
   1.65000,    0.05000,   1.10540E-03,   4.90500E-02
   1.65000,    0.10000,   1.08860E-03,   4.86835E-02
   1.65000,    0.15000,   1.06123E-03,   4.80801E-02
   1.65000,    0.20000,   1.02419E-03,   4.72507E-02
   1.65000,    0.25000,   9.78646E-04,   4.62099E-02
   1.65000,    0.30000,   9.26000E-04,   4.49755E-02
   1.65000,    0.35000,   8.67784E-04,   4.35681E-02
   1.65000,    0.40000,   8.05588E-04,   4.20105E-02
   1.65000,    0.45000,   7.40992E-04,   4.03265E-02
   1.65000,    0.50000,   6.75490E-04,   3.85407E-02
   1.65000,    0.55000,   6.10441E-04,   3.66778E-02
   1.65000,    0.60000,   5.47029E-04,   3.47616E-02
   1.65000,    0.65000,   4.86236E-04,   3.28152E-02
   1.65000,    0.70000,   4.28830E-04,   3.08598E-02
   1.65000,    0.75000,   3.75373E-04,   2.89149E-02
   1.65000,    0.80000,   3.26226E-04,   2.69979E-02
   1.65000,    0.85000,   2.81573E-04,   2.51238E-02
   1.65000,    0.90000,   2.41448E-04,   2.33055E-02
   1.65000,    0.95000,   2.05756E-04,   2.15534E-02
   1.65000,    1.00000,   1.74310E-04,   1.98758E-02
   1.65000,    1.05000,   1.46846E-04,   1.82791E-02
   1.65000,    1.10000,   1.23057E-04,   1.67674E-02
   1.65000,    1.15000,   1.02609E-04,   1.53433E-02
   1.65000,    1.20000,   8.51575E-05,   1.40081E-02
   1.65000,    1.25000,   7.03614E-05,   1.27614E-02
   1.65000,    1.30000,   5.78941E-05,   1.16019E-02
   1.65000,    1.35000,   4.74492E-05,   1.05276E-02
   1.65000,    1.40000,   3.87455E-05,   9.53542E-03
   1.65000,    1.45000,   3.15286E-05,   8.62205E-03
   1.65000,    1.50000,   2.55725E-05,   7.78365E-03
   1.65000,    1.55000,   2.06780E-05,   7.01615E-03
   1.65000,    1.60000,   1.66723E-05,   6.31533E-03
   1.65000,    1.65000,   1.34062E-05,   5.67690E-03
   1.65000,    1.70000,   1.07527E-05,   5.09660E-03
   1.65000,    1.75000,   8.60403E-06,   4.57022E-03
   1.65000,    1.80000,   6.86945E-06,   4.09367E-03
   1.65000,    1.85000,   5.47324E-06,   3.66302E-03
   1.65000,    1.90000,   4.35243E-06,   3.27452E-03
   1.65000,    1.95000,   3.45498E-06,   2.92459E-03
   1.65000,    2.00000,   2.73807E-06,   2.60989E-03
   1.70000,    0.00000,   7.92588E-04,   4.17072E-02
   1.70000,    0.05000,   7.88692E-04,   4.16067E-02
   1.70000,    0.10000,   7.77130E-04,   4.13069E-02
   1.70000,    0.15000,   7.58276E-04,   4.08131E-02
   1.70000,    0.20000,   7.32723E-04,   4.01338E-02
   1.70000,    0.25000,   7.01259E-04,   3.92806E-02
   1.70000,    0.30000,   6.64813E-04,   3.82676E-02
   1.70000,    0.35000,   6.24416E-04,   3.71112E-02
   1.70000,    0.40000,   5.81140E-04,   3.58293E-02
   1.70000,    0.45000,   5.36055E-04,   3.44409E-02
   1.70000,    0.50000,   4.90185E-04,   3.29659E-02
   1.70000,    0.55000,   4.44464E-04,   3.14240E-02
   1.70000,    0.60000,   3.99719E-04,   2.98346E-02
   1.70000,    0.65000,   3.56642E-04,   2.82163E-02
   1.70000,    0.70000,   3.15787E-04,   2.65866E-02
   1.70000,    0.75000,   2.77566E-04,   2.49614E-02
   1.70000,    0.80000,   2.42258E-04,   2.33552E-02
   1.70000,    0.85000,   2.10021E-04,   2.17806E-02
   1.70000,    0.90000,   1.80904E-04,   2.02486E-02
   1.70000,    0.95000,   1.54871E-04,   1.87680E-02
   1.70000,    1.00000,   1.31812E-04,   1.73463E-02
   1.70000,    1.05000,   1.11566E-04,   1.59890E-02
   1.70000,    1.10000,   9.39342E-05,   1.47002E-02
   1.70000,    1.15000,   7.86958E-05,   1.34824E-02
   1.70000,    1.20000,   6.56195E-05,   1.23370E-02
   1.70000,    1.25000,   5.44726E-05,   1.12644E-02
   1.70000,    1.30000,   4.50294E-05,   1.02638E-02
   1.70000,    1.35000,   3.70756E-05,   9.33395E-03
   1.70000,    1.40000,   3.04124E-05,   8.47270E-03
   1.70000,    1.45000,   2.48586E-05,   7.67754E-03
   1.70000,    1.50000,   2.02514E-05,   6.94559E-03
   1.70000,    1.55000,   1.64463E-05,   6.27369E-03
   1.70000,    1.60000,   1.33168E-05,   5.65850E-03
   1.70000,    1.65000,   1.07527E-05,   5.09660E-03
   1.70000,    1.70000,   8.65973E-06,   4.58455E-03
   1.70000,    1.75000,   6.95704E-06,   4.11892E-03
   1.70000,    1.80000,   5.57632E-06,   3.69635E-03
   1.70000,    1.85000,   4.46005E-06,   3.31359E-03
   1.70000,    1.90000,   3.56011E-06,   2.96749E-03
   1.70000,    1.95000,   2.83649E-06,   2.65506E-03
   1.70000,    2.00000,   2.25607E-06,   2.37347E-03
   1.75000,    0.00000,   5.66572E-04,   3.54140E-02
   1.75000,    0.05000,   5.63884E-04,   3.53316E-02
   1.75000,    0.10000,   5.55904E-04,   3.50860E-02
   1.75000,    0.15000,   5.42881E-04,   3.46811E-02
   1.75000,    0.20000,   5.25211E-04,   3.41238E-02
   1.75000,    0.25000,   5.03420E-04,   3.34233E-02
   1.75000,    0.30000,   4.78130E-04,   3.25906E-02
   1.75000,    0.35000,   4.50036E-04,   3.16389E-02
   1.75000,    0.40000,   4.19861E-04,   3.05823E-02
   1.75000,    0.45000,   3.88334E-04,   2.94362E-02
   1.75000,    0.50000,   3.56154E-04,   2.82163E-02
   1.75000,    0.55000,   3.23967E-04,   2.69386E-02
   1.75000,    0.60000,   2.92349E-04,   2.56188E-02
   1.75000,    0.65000,   2.61787E-04,   2.42720E-02
   1.75000,    0.70000,   2.32679E-04,   2.29125E-02
   1.75000,    0.75000,   2.05328E-04,   2.15534E-02
   1.75000,    0.80000,   1.79945E-04,   2.02067E-02
   1.75000,    0.85000,   1.56659E-04,   1.88831E-02
   1.75000,    0.90000,   1.35525E-04,   1.75917E-02
   1.75000,    0.95000,   1.16534E-04,   1.63403E-02
   1.75000,    1.00000,   9.96266E-05,   1.51351E-02
   1.75000,    1.05000,   8.47050E-05,   1.39812E-02
   1.75000,    1.10000,   7.16423E-05,   1.28823E-02
   1.75000,    1.15000,   6.02936E-05,   1.18410E-02
   1.75000,    1.20000,   5.05036E-05,   1.08588E-02
   1.75000,    1.25000,   4.21144E-05,   9.93619E-03
   1.75000,    1.30000,   3.49702E-05,   9.07312E-03
   1.75000,    1.35000,   2.89215E-05,   8.26872E-03
   1.75000,    1.40000,   2.38283E-05,   7.52157E-03
   1.75000,    1.45000,   1.95616E-05,   6.82985E-03
   1.75000,    1.50000,   1.60045E-05,   6.19136E-03
   1.75000,    1.55000,   1.30522E-05,   5.60369E-03
   1.75000,    1.60000,   1.06124E-05,   5.06421E-03
   1.75000,    1.65000,   8.60401E-06,   4.57022E-03
   1.75000,    1.70000,   6.95703E-06,   4.11892E-03
   1.75000,    1.75000,   5.61114E-06,   3.70754E-03
   1.75000,    1.80000,   4.51493E-06,   3.33333E-03
   1.75000,    1.85000,   3.62485E-06,   2.99358E-03
   1.75000,    1.90000,   2.90423E-06,   2.68568E-03
   1.75000,    1.95000,   2.32239E-06,   2.40713E-03
   1.75000,    2.00000,   1.85380E-06,   2.15553E-03
   1.80000,    0.00000,   4.05875E-04,   3.01039E-02
   1.80000,    0.05000,   4.04015E-04,   3.00363E-02
   1.80000,    0.10000,   3.98493E-04,   2.98346E-02
   1.80000,    0.15000,   3.89474E-04,   2.95021E-02
   1.80000,    0.20000,   3.77223E-04,   2.90442E-02
   1.80000,    0.25000,   3.62093E-04,   2.84680E-02
   1.80000,    0.30000,   3.44502E-04,   2.77824E-02
   1.80000,    0.35000,   3.24918E-04,   2.69979E-02
   1.80000,    0.40000,   3.03832E-04,   2.61257E-02
   1.80000,    0.45000,   2.81740E-04,   2.51782E-02
   1.80000,    0.50000,   2.59121E-04,   2.41680E-02
   1.80000,    0.55000,   2.36422E-04,   2.31079E-02
   1.80000,    0.60000,   2.14044E-04,   2.20107E-02
   1.80000,    0.65000,   1.92331E-04,   2.08887E-02
   1.80000,    0.70000,   1.71567E-04,   1.97534E-02
   1.80000,    0.75000,   1.51974E-04,   1.86159E-02
   1.80000,    0.80000,   1.33710E-04,   1.74860E-02
   1.80000,    0.85000,   1.16878E-04,   1.63726E-02
   1.80000,    0.90000,   1.01530E-04,   1.52835E-02
   1.80000,    0.95000,   8.76714E-05,   1.42252E-02
   1.80000,    1.00000,   7.52732E-05,   1.32033E-02
   1.80000,    1.05000,   6.42766E-05,   1.22221E-02
   1.80000,    1.10000,   5.46016E-05,   1.12851E-02
   1.80000,    1.15000,   4.61534E-05,   1.03947E-02
   1.80000,    1.20000,   3.88287E-05,   9.55244E-03
   1.80000,    1.25000,   3.25201E-05,   8.75914E-03
   1.80000,    1.30000,   2.71207E-05,   8.01493E-03
   1.80000,    1.35000,   2.25263E-05,   7.31938E-03
   1.80000,    1.40000,   1.86385E-05,   6.67159E-03
   1.80000,    1.45000,   1.53657E-05,   6.07024E-03
   1.80000,    1.50000,   1.26239E-05,   5.51372E-03
   1.80000,    1.55000,   1.03375E-05,   5.00016E-03
   1.80000,    1.60000,   8.43920E-06,   4.52753E-03
   1.80000,    1.65000,   6.86942E-06,   4.09367E-03
   1.80000,    1.70000,   5.57631E-06,   3.69635E-03
   1.80000,    1.75000,   4.51493E-06,   3.33333E-03
   1.80000,    1.80000,   3.64671E-06,   3.00233E-03
   1.80000,    1.85000,   2.93875E-06,   2.70114E-03
   1.80000,    1.90000,   2.36320E-06,   2.42759E-03
   1.80000,    1.95000,   1.89659E-06,   2.17957E-03
   1.80000,    2.00000,   1.51930E-06,   1.95507E-03
   1.85000,    0.00000,   2.91397E-04,   2.56188E-02
   1.85000,    0.05000,   2.90107E-04,   2.55632E-02
   1.85000,    0.10000,   2.86275E-04,   2.53974E-02
   1.85000,    0.15000,   2.80011E-04,   2.51238E-02
   1.85000,    0.20000,   2.71495E-04,   2.47468E-02
   1.85000,    0.25000,   2.60962E-04,   2.42720E-02
   1.85000,    0.30000,   2.48695E-04,   2.37066E-02
   1.85000,    0.35000,   2.35011E-04,   2.30589E-02
   1.85000,    0.40000,   2.20242E-04,   2.23379E-02
   1.85000,    0.45000,   2.04728E-04,   2.15534E-02
   1.85000,    0.50000,   1.88797E-04,   2.07156E-02
   1.85000,    0.55000,   1.72759E-04,   1.98349E-02
   1.85000,    0.60000,   1.56893E-04,   1.89217E-02
   1.85000,    0.65000,   1.41442E-04,   1.79858E-02
   1.85000,    0.70000,   1.26610E-04,   1.70369E-02
   1.85000,    0.75000,   1.12556E-04,   1.60839E-02
   1.85000,    0.80000,   9.94012E-05,   1.51351E-02
   1.85000,    0.85000,   8.72245E-05,   1.41979E-02
   1.85000,    0.90000,   7.60707E-05,   1.32787E-02
   1.85000,    0.95000,   6.59532E-05,   1.23833E-02
   1.85000,    1.00000,   5.68590E-05,   1.15164E-02
   1.85000,    1.05000,   4.87543E-05,   1.06819E-02
   1.85000,    1.10000,   4.15891E-05,   9.88279E-03
   1.85000,    1.15000,   3.53021E-05,   9.12137E-03
   1.85000,    1.20000,   2.98246E-05,   8.39917E-03
   1.85000,    1.25000,   2.50839E-05,   7.71713E-03
   1.85000,    1.30000,   2.10067E-05,   7.07559E-03
   1.85000,    1.35000,   1.75207E-05,   6.47442E-03
   1.85000,    1.40000,   1.45567E-05,   5.91305E-03
   1.85000,    1.45000,   1.20497E-05,   5.39059E-03
   1.85000,    1.50000,   9.93972E-06,   4.90584E-03
   1.85000,    1.55000,   8.17210E-06,   4.45740E-03
   1.85000,    1.60000,   6.69779E-06,   4.04370E-03
   1.85000,    1.65000,   5.47321E-06,   3.66302E-03
   1.85000,    1.70000,   4.46003E-06,   3.31359E-03
   1.85000,    1.75000,   3.62484E-06,   2.99358E-03
   1.85000,    1.80000,   2.93875E-06,   2.70114E-03
   1.85000,    1.85000,   2.37697E-06,   2.43445E-03
   1.85000,    1.90000,   1.91839E-06,   2.19171E-03
   1.85000,    1.95000,   1.54512E-06,   1.97115E-03
   1.85000,    2.00000,   1.24210E-06,   1.77109E-03
   1.90000,    0.00000,   2.09676E-04,   2.18264E-02
   1.90000,    0.05000,   2.08779E-04,   2.17806E-02
   1.90000,    0.10000,   2.06112E-04,   2.16439E-02
   1.90000,    0.15000,   2.01750E-04,   2.14184E-02
   1.90000,    0.20000,   1.95814E-04,   2.11074E-02
   1.90000,    0.25000,   1.88462E-04,   2.07156E-02
   1.90000,    0.30000,   1.79885E-04,   2.02486E-02
   1.90000,    0.35000,   1.70299E-04,   1.97128E-02
   1.90000,    0.40000,   1.59930E-04,   1.91158E-02
   1.90000,    0.45000,   1.49010E-04,   1.84653E-02
   1.90000,    0.50000,   1.37766E-04,   1.77695E-02
   1.90000,    0.55000,   1.26411E-04,   1.70369E-02
   1.90000,    0.60000,   1.15142E-04,   1.62757E-02
   1.90000,    0.65000,   1.04128E-04,   1.54942E-02
   1.90000,    0.70000,   9.35168E-05,   1.47002E-02
   1.90000,    0.75000,   8.34233E-05,   1.39010E-02
   1.90000,    0.80000,   7.39368E-05,   1.31035E-02
   1.90000,    0.85000,   6.51190E-05,   1.23139E-02
   1.90000,    0.90000,   5.70070E-05,   1.15377E-02
   1.90000,    0.95000,   4.96161E-05,   1.07797E-02
   1.90000,    1.00000,   4.29427E-05,   1.00440E-02
   1.90000,    1.05000,   3.69682E-05,   9.33395E-03
   1.90000,    1.10000,   3.16617E-05,   8.65229E-03
   1.90000,    1.15000,   2.69839E-05,   8.00110E-03
   1.90000,    1.20000,   2.28893E-05,   7.38187E-03
   1.90000,    1.25000,   1.93290E-05,   6.79556E-03
   1.90000,    1.30000,   1.62526E-05,   6.24266E-03
   1.90000,    1.35000,   1.36101E-05,   5.72324E-03
   1.90000,    1.40000,   1.13528E-05,   5.23698E-03
   1.90000,    1.45000,   9.43493E-06,   4.78331E-03
   1.90000,    1.50000,   7.81344E-06,   4.36136E-03
   1.90000,    1.55000,   6.44899E-06,   3.97007E-03
   1.90000,    1.60000,   5.30595E-06,   3.60824E-03
   1.90000,    1.65000,   4.35241E-06,   3.27452E-03
   1.90000,    1.70000,   3.56010E-06,   2.96749E-03
   1.90000,    1.75000,   2.90422E-06,   2.68568E-03
   1.90000,    1.80000,   2.36319E-06,   2.42759E-03
   1.90000,    1.85000,   1.91839E-06,   2.19171E-03
   1.90000,    1.90000,   1.55383E-06,   1.97655E-03
   1.90000,    1.95000,   1.25591E-06,   1.78064E-03
   1.90000,    2.00000,   1.01312E-06,   1.60257E-03
   1.95000,    0.00000,   1.51214E-04,   1.86159E-02
   1.95000,    0.05000,   1.50588E-04,   1.85781E-02
   1.95000,    0.10000,   1.48726E-04,   1.84653E-02
   1.95000,    0.15000,   1.45680E-04,   1.82791E-02
   1.95000,    0.20000,   1.41530E-04,   1.80221E-02
   1.95000,    0.25000,   1.36384E-04,   1.76981E-02
   1.95000,    0.30000,   1.30372E-04,   1.73116E-02
   1.95000,    0.35000,   1.23639E-04,   1.68678E-02
   1.95000,    0.40000,   1.16341E-04,   1.63726E-02
   1.95000,    0.45000,   1.08637E-04,   1.58324E-02
   1.95000,    0.50000,   1.00682E-04,   1.52537E-02
   1.95000,    0.55000,   9.26269E-05,   1.46433E-02
   1.95000,    0.60000,   8.46066E-05,   1.40081E-02
   1.95000,    0.65000,   7.67425E-05,   1.33547E-02
   1.95000,    0.70000,   6.91383E-05,   1.26895E-02
   1.95000,    0.75000,   6.18786E-05,   1.20186E-02
   1.95000,    0.80000,   5.50291E-05,   1.13477E-02
   1.95000,    0.85000,   4.86368E-05,   1.06819E-02
   1.95000,    0.90000,   4.27319E-05,   1.00259E-02
   1.95000,    0.95000,   3.73290E-05,   9.38384E-03
   1.95000,    1.00000,   3.24297E-05,   8.75914E-03
   1.95000,    1.05000,   2.80241E-05,   8.15477E-03
   1.95000,    1.10000,   2.40939E-05,   7.57314E-03
   1.95000,    1.15000,   2.06138E-05,   7.01615E-03
   1.95000,    1.20000,   1.75538E-05,   6.48519E-03
   1.95000,    1.25000,   1.48812E-05,   5.98123E-03
   1.95000,    1.30000,   1.25614E-05,   5.50481E-03
   1.95000,    1.35000,   1.05600E-05,   5.05615E-03
   1.95000,    1.40000,   8.84272E-06,   4.63514E-03
   1.95000,    1.45000,   7.37718E-06,   4.24139E-03
   1.95000,    1.50000,   6.13273E-06,   3.87432E-03
   1.95000,    1.55000,   5.08102E-06,   3.53313E-03
   1.95000,    1.60000,   4.19621E-06,   3.21691E-03
   1.95000,    1.65000,   3.45496E-06,   2.92459E-03
   1.95000,    1.70000,   2.83647E-06,   2.65506E-03
   1.95000,    1.75000,   2.32238E-06,   2.40713E-03
   1.95000,    1.80000,   1.89659E-06,   2.17957E-03
   1.95000,    1.85000,   1.54512E-06,   1.97115E-03
   1.95000,    1.90000,   1.25591E-06,   1.78064E-03
   1.95000,    1.95000,   1.01865E-06,   1.60682E-03
   1.95000,    2.00000,   8.24544E-07,   1.44850E-03
   2.00000,    0.00000,   1.09296E-04,   1.58948E-02
   2.00000,    0.05000,   1.08858E-04,   1.58636E-02
   2.00000,    0.10000,   1.07555E-04,   1.57702E-02
   2.00000,    0.15000,   1.05421E-04,   1.56162E-02
   2.00000,    0.20000,   1.02512E-04,   1.54035E-02
   2.00000,    0.25000,   9.88999E-05,   1.51351E-02
   2.00000,    0.30000,   9.46736E-05,   1.48147E-02
   2.00000,    0.35000,   8.99325E-05,   1.44464E-02
   2.00000,    0.40000,   8.47830E-05,   1.40350E-02
   2.00000,    0.45000,   7.93344E-05,   1.35856E-02
   2.00000,    0.50000,   7.36947E-05,   1.31035E-02
   2.00000,    0.55000,   6.79674E-05,   1.25943E-02
   2.00000,    0.60000,   6.22480E-05,   1.20635E-02
   2.00000,    0.65000,   5.66223E-05,   1.15164E-02
   2.00000,    0.70000,   5.11641E-05,   1.09585E-02
   2.00000,    0.75000,   4.59348E-05,   1.03947E-02
   2.00000,    0.80000,   4.09826E-05,   9.82974E-03
   2.00000,    0.85000,   3.63435E-05,   9.26792E-03
   2.00000,    0.90000,   3.20411E-05,   8.71316E-03
   2.00000,    0.95000,   2.80886E-05,   8.16891E-03
   2.00000,    1.00000,   2.44897E-05,   7.63820E-03
   2.00000,    1.05000,   2.12399E-05,   7.12358E-03
   2.00000,    1.10000,   1.83285E-05,   6.62717E-03
   2.00000,    1.15000,   1.57395E-05,   6.15068E-03
   2.00000,    1.20000,   1.34532E-05,   5.69538E-03
   2.00000,    1.25000,   1.14478E-05,   5.26222E-03
   2.00000,    1.30000,   9.69960E-06,   4.85179E-03
   2.00000,    1.35000,   8.18477E-06,   4.46436E-03
   2.00000,    1.40000,   6.87951E-06,   4.09996E-03
   2.00000,    1.45000,   5.76083E-06,   3.75839E-03
   2.00000,    1.50000,   4.80688E-06,   3.43923E-03
   2.00000,    1.55000,   3.99731E-06,   3.14192E-03
   2.00000,    1.60000,   3.31337E-06,   2.86574E-03
   2.00000,    1.65000,   2.73804E-06,   2.60989E-03
   2.00000,    1.70000,   2.25605E-06,   2.37347E-03
   2.00000,    1.75000,   1.85379E-06,   2.15553E-03
   2.00000,    1.80000,   1.51930E-06,   1.95507E-03
   2.00000,    1.85000,   1.24210E-06,   1.77109E-03
   2.00000,    1.90000,   1.01312E-06,   1.60257E-03
   2.00000,    1.95000,   8.24544E-07,   1.44850E-03
   2.00000,    2.00000,   6.69683E-07,   1.30789E-03
